FILE_NAME,FIELD_NAME,GOLD,EXTRACTED,RESULT,REASON
doc00124120180117122213.html,quantity,49.00,49,"FP,FN",FAIL_MODEL
doc00124120180117122213.html,quantity,76.00,76,"FP,FN",FAIL_MODEL
doc00124120180117122213.html,total_amount,227640.18,227,"FP,FN",FAIL_MODEL
doc00124120180117122213.html,price,190.55,190.55,TP,EXTRACT_MODEL
doc00124120180117122213.html,price,257.78,257.78,TP,EXTRACT_MODEL
doc00124120180117122213.html,price,529.82,529.82,TP,EXTRACT_MODEL
doc00124120180117122213.html,price,621.36,621.36,TP,EXTRACT_MODEL
doc00124120180117122213.html,price,366.44,366.44,TP,EXTRACT_MODEL
doc00124120180117122213.html,price,930.36,930.36,TP,EXTRACT_MODEL
doc00124120180117122213.html,price,228.18,228.18,TP,EXTRACT_MODEL
doc00124120180117122213.html,price,433.46,433.46,TP,EXTRACT_MODEL
doc00124120180117122213.html,supplier_name,Osinski Inc,Osinski Inc,TP,EXTRACT_MODEL
doc00124120180117122213.html,invoice_number,2873872552,2873872552,TP,EXTRACT_MODEL
doc00124220180117122255.html,product,Gorgeous rubber Lame,Gorgeous rubber Lame,TP,EXTRACT_MODEL
doc00124220180117122255.html,product,Practical Paper Car,Practical Paper Car,TP,EXTRACT_MODEL
doc00124220180117122255.html,product,Gergeo-sAluminum lest,Gergeo-sAluminum lest,TP,EXTRACT_MODEL
doc00124220180117122255.html,product,Gorgeous Linen Pants,Gorgeous _ ~en Pants,"FP,FN",FAIL_MODEL
doc00124220180117122255.html,product,Gorgeous Plastic F ate,Gorgeous Plastic F ate,TP,EXTRACT_MODEL
doc00124220180117122255.html,product,Gorgeous Granite Bag,Gorgeous Granite Bag,TP,EXTRACT_MODEL
doc00124220180117122255.html,product,Lightweight Iron Wallet,"Lightweight /c"" Wallet","FP,FN",FAIL_MODEL
doc00124220180117122255.html,product,Aerodynamic Alumina Dlate,Aerodynamic Alumina Dlate,TP,EXTRACT_MODEL
doc00124220180117122255.html,product,Awesome Wooden Lamp,Awesome Wooden _amp,"FP,FN",FAIL_MODEL
doc00124220180117122255.html,quantity,57.00,5,"FP,FN",FAIL_MODEL
doc00124220180117122255.html,quantity,59.00,59,"FP,FN",FAIL_MODEL
doc00124220180117122255.html,quantity,17.00,17,"FP,FN",FAIL_MODEL
doc00124220180117122255.html,quantity,75.00,75,"FP,FN",FAIL_MODEL
doc00124220180117122255.html,quantity,93.00,93,"FP,FN",FAIL_MODEL
doc00124220180117122255.html,quantity,89.00,59,"FP,FN",FAIL_MODEL
doc00124220180117122255.html,quantity,60.00,£1,"FP,FN",FAIL_MODEL
doc00124220180117122255.html,quantity,16.00,16,"FP,FN",FAIL_MODEL
doc00124220180117122255.html,quantity,54.00,54,"FP,FN",FAIL_MODEL
doc00124220180117122255.html,total_amount,5151322.00,5151322.,"FP,FN",FAIL_MODEL
doc00124220180117122255.html,price,364.69,364.69,TP,EXTRACT_MODEL
doc00124220180117122255.html,price,601.90,601.90,TP,EXTRACT_MODEL
doc00124220180117122255.html,price,415.38,415.38,TP,EXTRACT_MODEL
doc00124220180117122255.html,price,393.92,393.92,TP,EXTRACT_MODEL
doc00124220180117122255.html,price,657.23,657.23,TP,EXTRACT_MODEL
doc00124220180117122255.html,price,467.46,467.46,TP,EXTRACT_MODEL
doc00124220180117122255.html,price,491.42,491.-2,"FP,FN",FAIL_MODEL
doc00124220180117122255.html,price,189.54,5189.54,"FP,FN",FAIL_MODEL
doc00124220180117122255.html,price,216.69,2ic.£9,"FP,FN",FAIL_MODEL
doc00124220180117122255.html,supplier_name,Gibson Inc,Gibson Inc,TP,EXTRACT_MODEL
doc00124220180117122255.html,invoice_number,4716164810,4716164810,TP,EXTRACT_MODEL
doc00124520180117122409.html,product,Lightweight Steel Bench,Lightweight Steel Bench,TP,EXTRACT_MODEL
doc00124520180117122409.html,product,Aerodynamic Bronze Plate,Aerodynamic Bronze Plate,TP,EXTRACT_MODEL
doc00124520180117122409.html,product,Mediocre Iron Gloves,Mediocre Iron Gloves,TP,EXTRACT_MODEL
doc00124520180117122409.html,product,Fantastic Rubber Clock,Fantastic Rubber Clock,TP,EXTRACT_MODEL
doc00124520180117122409.html,product,Awesome Copper Pants,Awesome Copper Pants,TP,EXTRACT_MODEL
doc00124520180117122409.html,product,Ergonomic Granite Chair,Ergonomic Granite Chair,TP,EXTRACT_MODEL
doc00124520180117122409.html,product,Durable Cotton Keyboard,Durable Cotton Keyboard,TP,EXTRACT_MODEL
doc00124520180117122409.html,product,Heavy Duty Paper Coat,Heavy Duty Paper Coat,TP,EXTRACT_MODEL
doc00124520180117122409.html,product,Awesome Cotton Bottle,Awesome Cotton Bottle,TP,EXTRACT_MODEL
doc00124520180117122409.html,quantity,58.00,58,"FP,FN",FAIL_MODEL
doc00124520180117122409.html,quantity,25.00,25 / /,"FP,FN",FAIL_MODEL
doc00124520180117122409.html,quantity,18.00,18 ft,"FP,FN",FAIL_MODEL
doc00124520180117122409.html,quantity,45.00,45 / /,"FP,FN",FAIL_MODEL
doc00124520180117122409.html,quantity,50.00,50,"FP,FN",FAIL_MODEL
doc00124520180117122409.html,quantity,42.00,42 //,"FP,FN",FAIL_MODEL
doc00124520180117122409.html,quantity,51.00,51 /1,"FP,FN",FAIL_MODEL
doc00124520180117122409.html,quantity,73.00,73 / /,"FP,FN",FAIL_MODEL
doc00124520180117122409.html,quantity,53.00,53 //,"FP,FN",FAIL_MODEL
doc00124520180117122409.html,total_amount,200186.75,"200,186.75","FP,FN",FAIL_MODEL
doc00124520180117122409.html,price,147.71,147.71,TP,EXTRACT_MODEL
doc00124520180117122409.html,price,507.03,507.03,TP,EXTRACT_MODEL
doc00124520180117122409.html,price,595.52,595.52,TP,EXTRACT_MODEL
doc00124520180117122409.html,price,915.87,915.87,TP,EXTRACT_MODEL
doc00124520180117122409.html,price,36.78,36.78,TP,EXTRACT_MODEL
doc00124520180117122409.html,price,535.91,535.91,TP,EXTRACT_MODEL
doc00124520180117122409.html,price,178.14,178.14,TP,EXTRACT_MODEL
doc00124520180117122409.html,price,81.38,81.38,TP,EXTRACT_MODEL
doc00124520180117122409.html,price,678.43,678.43,TP,EXTRACT_MODEL
doc00124520180117122409.html,supplier_name,"Hettinger, Hettinger and Hettinger","Hettinger, Hettinger and Hettinger",TP,EXTRACT_MODEL
doc00124520180117122409.html,invoice_number,7140088368,7140088368,TP,EXTRACT_MODEL
doc00126520180117123421.html,product,Fantastic Marble Gloves,Fantastic Marble Gloves,TP,EXTRACT_MODEL
doc00126520180117123421.html,product,Gorgeous Copper Table,Gorgeous Copper Tab’e,"FP,FN",FAIL_MODEL
doc00126520180117123421.html,product,Sleek Linen Keyboard,S eek Linen Kevbeard,"FP,FN",FAIL_MODEL
doc00126520180117123421.html,product,Gorgeous Iron Pants,Gorgeous Iron Pants,TP,EXTRACT_MODEL
doc00126520180117123421.html,product,Durable Marble Table,Durable Marble Table,TP,EXTRACT_MODEL
doc00126520180117123421.html,product,Synergistic Rubber Computer,Synergistic Rubber Computer,TP,EXTRACT_MODEL
doc00126520180117123421.html,product,Durable Linen Lamp,Durable Linen Lamp,TP,EXTRACT_MODEL
doc00126520180117123421.html,product,Small Paper Shoes,Small Paper Shoes,TP,EXTRACT_MODEL
doc00126520180117123421.html,quantity,86.00,86,"FP,FN",FAIL_MODEL
doc00126520180117123421.html,quantity,44.00,44,"FP,FN",FAIL_MODEL
doc00126520180117123421.html,quantity,91.00,91,"FP,FN",FAIL_MODEL
doc00126520180117123421.html,quantity,16.00,16,"FP,FN",FAIL_MODEL
doc00126520180117123421.html,quantity,90.00,90,"FP,FN",FAIL_MODEL
doc00126520180117123421.html,quantity,76.00,76,"FP,FN",FAIL_MODEL
doc00126520180117123421.html,quantity,5.00,5,"FP,FN",FAIL_MODEL
doc00126520180117123421.html,quantity,11.00,11,"FP,FN",FAIL_MODEL
doc00126520180117123421.html,total_amount,249945.60,L-9 94S.60,"FP,FN",FAIL_MODEL
doc00126520180117123421.html,price,776.26,~76.26,"FP,FN",FAIL_MODEL
doc00126520180117123421.html,price,193.30,193.30,TP,EXTRACT_MODEL
doc00126520180117123421.html,price,524.74,524.74,TP,EXTRACT_MODEL
doc00126520180117123421.html,price,99.41,99.41,TP,EXTRACT_MODEL
doc00126520180117123421.html,price,21.34,21.34,TP,EXTRACT_MODEL
doc00126520180117123421.html,price,630.00,630.00,TP,EXTRACT_MODEL
doc00126520180117123421.html,price,862.61,862.61,TP,EXTRACT_MODEL
doc00126520180117123421.html,price,611291.00,611.291,"FP,FN",FAIL_MODEL
doc00126520180117123421.html,supplier_name,Jerde-Jerde,Jerde*jerde,"FP,FN",FAIL_MODEL
doc00126520180117123421.html,invoice_number,3425417630,3425-17630,"FP,FN",FAIL_MODEL
doc00128620180117124239.html,product,Rustic Bronze Bench,Rustic Bronze Bench,TP,EXTRACT_MODEL
doc00128620180117124239.html,product,Awesome Cotton Shirt,Awesome Cotton Shirt,TP,EXTRACT_MODEL
doc00128620180117124239.html,product,Rustic Granite Wallet,Rustic Granite Wallet,TP,EXTRACT_MODEL
doc00128620180117124239.html,product,Ergonomic Concrete Bag,Ergonomic Concrete Bag,TP,EXTRACT_MODEL
doc00128620180117124239.html,quantity,80.00,80,"FP,FN",FAIL_MODEL
doc00128620180117124239.html,quantity,38.00,38,"FP,FN",FAIL_MODEL
doc00128620180117124239.html,quantity,31.00,31,"FP,FN",FAIL_MODEL
doc00128620180117124239.html,quantity,39.00,39,"FP,FN",FAIL_MODEL
doc00128620180117124239.html,total_amount,106124.71,"106,124.71","FP,FN",FAIL_MODEL
doc00128620180117124239.html,price,854.99,854.99,TP,EXTRACT_MODEL
doc00128620180117124239.html,price,423.83,423.83,TP,EXTRACT_MODEL
doc00128620180117124239.html,price,606.17,606.17,TP,EXTRACT_MODEL
doc00128620180117124239.html,price,277.33,277.33,TP,EXTRACT_MODEL
doc00128620180117124239.html,supplier_name,Stanton and Sons,Stanton and Sons,TP,EXTRACT_MODEL
doc00128620180117124239.html,invoice_number,8309703122,8309703122,TP,EXTRACT_MODEL
doc00130020180117124820.html,product,Gorgeous Silk Computer,"Gorgeous Silkf ,nputer","FP,FN",FAIL_MODEL
doc00130020180117124820.html,product,Durable Copper Wallet,Durable Copper Wallet,TP,EXTRACT_MODEL
doc00130020180117124820.html,product,Small Marble Plate,Small Marble ate,"FP,FN",FAIL_MODEL
doc00130020180117124820.html,product,Fantastic Rubber Plate,Fantastic Rubber Plate,TP,EXTRACT_MODEL
doc00130020180117124820.html,product,Sleek Concrete Chair,Sleek Concrete Chair,TP,EXTRACT_MODEL
doc00130020180117124820.html,quantity,74.00,74,"FP,FN",FAIL_MODEL
doc00130020180117124820.html,quantity,86.00,86,"FP,FN",FAIL_MODEL
doc00130020180117124820.html,quantity,77.00,[77,"FP,FN",FAIL_MODEL
doc00130020180117124820.html,quantity,72.00,72,"FP,FN",FAIL_MODEL
doc00130020180117124820.html,quantity,99.00,99,"FP,FN",FAIL_MODEL
doc00130020180117124820.html,total_amount,264827.42,"264,827.42","FP,FN",FAIL_MODEL
doc00130020180117124820.html,price,814.26,814.26,TP,EXTRACT_MODEL
doc00130020180117124820.html,price,210.27,210.27,TP,EXTRACT_MODEL
doc00130020180117124820.html,price,816.10,816.10,TP,EXTRACT_MODEL
doc00130020180117124820.html,price,152.20,152.20,TP,EXTRACT_MODEL
doc00130020180117124820.html,price,692.83,692.83,TP,EXTRACT_MODEL
doc00130020180117124820.html,supplier_name,"Stanton, Stanton and Stanton","Stanton, Stanton and Stanton",TP,EXTRACT_MODEL
doc00130020180117124820.html,invoice_number,0637809108,0637809108,TP,EXTRACT_MODEL
doc00131320180117125408.html,product,Heavy Duty Leather Watch,Hea.n Dut. _eather Watch,"FP,FN",FAIL_MODEL
doc00131320180117125408.html,product,Intelligent Cotton Plate,Xntellige''t Cotton Plate,"FP,FN",FAIL_MODEL
doc00131320180117125408.html,product,Awesome Steel Shoes,Awesome Steel Shoes,TP,EXTRACT_MODEL
doc00131320180117125408.html,product,Awesome iron Coat,Awesome iron Coat,TP,EXTRACT_MODEL
doc00131320180117125408.html,product,Intelligent Leather Hat,Inte gent i_eather Hat,"FP,FN",FAIL_MODEL
doc00131320180117125408.html,product,Rustic Rubber Computer,„Rustic Pofcoer Computer,"FP,FN",FAIL_MODEL
doc00131320180117125408.html,quantity,18.00,18,"FP,FN",FAIL_MODEL
doc00131320180117125408.html,quantity,74.00,74,"FP,FN",FAIL_MODEL
doc00131320180117125408.html,quantity,40.00,40,"FP,FN",FAIL_MODEL
doc00131320180117125408.html,quantity,60.00,6,"FP,FN",FAIL_MODEL
doc00131320180117125408.html,quantity,182.00,182,"FP,FN",FAIL_MODEL
doc00131320180117125408.html,quantity,6.00,60,"FP,FN",FAIL_MODEL
doc00131320180117125408.html,total_amount,148284.38,"148,284.38","FP,FN",FAIL_MODEL
doc00131320180117125408.html,price,644.11,644.11,TP,EXTRACT_MODEL
doc00131320180117125408.html,price,440.65,440.65,TP,EXTRACT_MODEL
doc00131320180117125408.html,price,264.23,264.23,TP,EXTRACT_MODEL
doc00131320180117125408.html,price,204.30,204.30,TP,EXTRACT_MODEL
doc00131320180117125408.html,price,316.53,316.53,TP,EXTRACT_MODEL
doc00131320180117125408.html,price,882.09,882.09,TP,EXTRACT_MODEL
doc00131320180117125408.html,supplier_name,Heidenreich-Heidenreich,,FN,FAIL_MODEL
doc00131320180117125408.html,invoice_number,2091056108,2091056108,TP,EXTRACT_MODEL
doc00132820180117125933.html,product,Rustic Copper Car,Rustic Copper Car,TP,EXTRACT_MODEL
doc00132820180117125933.html,product,Synergistic Granite Coat,Synergistic Granite Coat,TP,EXTRACT_MODEL
doc00132820180117125933.html,product,Ergonomic Cotton Clock,Ergonomic Cotton Clock,TP,EXTRACT_MODEL
doc00132820180117125933.html,product,Intelligent Steel Bench,Intelligent Steel Bench,TP,EXTRACT_MODEL
doc00132820180117125933.html,product,Durable Silk Table,Durable Silk Table,TP,EXTRACT_MODEL
doc00132820180117125933.html,product,Fantastic Steel Car,Fantastic Steel Car,TP,EXTRACT_MODEL
doc00132820180117125933.html,product,Aerodynamic Aluminum Car,Aerodynamic Aluminum Car,TP,EXTRACT_MODEL
doc00132820180117125933.html,quantity,51.00,51,"FP,FN",FAIL_MODEL
doc00132820180117125933.html,quantity,21.00,21,"FP,FN",FAIL_MODEL
doc00132820180117125933.html,quantity,47.00,47,"FP,FN",FAIL_MODEL
doc00132820180117125933.html,quantity,17.00,17/^,"FP,FN",FAIL_MODEL
doc00132820180117125933.html,quantity,67.00,67,"FP,FN",FAIL_MODEL
doc00132820180117125933.html,quantity,19.00,19,"FP,FN",FAIL_MODEL
doc00132820180117125933.html,total_amount,177689.41,"177,689.41","FP,FN",FAIL_MODEL
doc00132820180117125933.html,price,757.23,757.23,TP,EXTRACT_MODEL
doc00132820180117125933.html,price,967.47,967.47,TP,EXTRACT_MODEL
doc00132820180117125933.html,price,0.56,0.56,TP,EXTRACT_MODEL
doc00132820180117125933.html,price,577.04,577.04,TP,EXTRACT_MODEL
doc00132820180117125933.html,price,135.40,135.40,TP,EXTRACT_MODEL
doc00132820180117125933.html,price,211.65,211.65,TP,EXTRACT_MODEL
doc00132820180117125933.html,price,457.08,457.08,TP,EXTRACT_MODEL
doc00132820180117125933.html,supplier_name,Jones-Jones,,FN,FAIL_MODEL
doc00132820180117125933.html,invoice_number,,1909614974,FP,FAIL_MODEL
doc00145820180117152240.html,product,Pilot Development,Pilot Development,TP,EXTRACT_MODEL
doc00145820180117152240.html,product,Social MediaMarketing,Social Media   Marketing,"FP,FN",FAIL_MODEL
doc00145820180117152240.html,product,Development,Development,TP,EXTRACT_MODEL
doc00145820180117152240.html,product,Customer Support,Customer Support,TP,EXTRACT_MODEL
doc00145820180117152240.html,quantity,93.00,93,"FP,FN",FAIL_MODEL
doc00145820180117152240.html,quantity,93.00,93,"FP,FN",FAIL_MODEL
doc00145820180117152240.html,quantity,14.00,14,"FP,FN",FAIL_MODEL
doc00145820180117152240.html,quantity,17.00,17,"FP,FN",FAIL_MODEL
doc00145820180117152240.html,total_amount,23860.80,"23,860.8(","FP,FN",FAIL_MODEL
doc00145820180117152240.html,price,1.00,1.00,TP,EXTRACT_MODEL
doc00145820180117152240.html,price,20.00,20.00,TP,EXTRACT_MODEL
doc00145820180117152240.html,price,60.00,60.00,TP,EXTRACT_MODEL
doc00145820180117152240.html,price,150.00,150.00,TP,EXTRACT_MODEL
doc00145820180117152240.html,supplier_name,Workfusion,,FN,FAIL_MODEL
doc00145820180117152240.html,invoice_number,1154404848,1154404848,TP,EXTRACT_MODEL
doc00145820180117152240.html,email,jack.harrow@example.com,iack.harrow(S)examDle.com,"FP,FN",FAIL_MODEL
doc00145820180117152240.html,invoice_date,01/16/2018,"January 16, 2018","FP,FN",FAIL_MODEL
doc00146420180117152505.html,product,Social MediaMarketing,Social Media  Marketing,"FP,FN",FAIL_MODEL
doc00146420180117152505.html,product,Pilot Development,Pilot Development,TP,EXTRACT_MODEL
doc00146420180117152505.html,product,Proof of Concept,Proof of Concept,TP,EXTRACT_MODEL
doc00146420180117152505.html,product,Customer Support,Customer Support,TP,EXTRACT_MODEL
doc00146420180117152505.html,product,Video Marketing,Video Marketing,TP,EXTRACT_MODEL
doc00146420180117152505.html,product,Development,Development,TP,EXTRACT_MODEL
doc00146420180117152505.html,quantity,90.00,90,"FP,FN",FAIL_MODEL
doc00146420180117152505.html,quantity,59.00,59,"FP,FN",FAIL_MODEL
doc00146420180117152505.html,quantity,32.00,32,"FP,FN",FAIL_MODEL
doc00146420180117152505.html,quantity,83.00,83,"FP,FN",FAIL_MODEL
doc00146420180117152505.html,quantity,71.00,71,"FP,FN",FAIL_MODEL
doc00146420180117152505.html,quantity,50.00,50,"FP,FN",FAIL_MODEL
doc00146420180117152505.html,total_amount,21498.00,"21,498.00","FP,FN",FAIL_MODEL
doc00146420180117152505.html,price,5.00,5.00,TP,EXTRACT_MODEL
doc00146420180117152505.html,price,60.00,60.00,TP,EXTRACT_MODEL
doc00146420180117152505.html,price,60.00,60.00,TP,EXTRACT_MODEL
doc00146420180117152505.html,price,1.00,1.00,TP,EXTRACT_MODEL
doc00146420180117152505.html,price,150.00,150.00,TP,EXTRACT_MODEL
doc00146420180117152505.html,price,20.00,20.00,TP,EXTRACT_MODEL
doc00146420180117152505.html,supplier_name,Workft,Workft,TP,EXTRACT_MODEL
doc00146420180117152505.html,email,iohn.doe@examDle.com,iohn.doe(S)examDle.com,"FP,FN",FAIL_MODEL
doc00146420180117152505.html,invoice_date,01/16/2018,"January 16,    
   2018","FP,FN",FAIL_MODEL
doc00148920180117153347.html,product,Pilot Development,Pilot Development,TP,EXTRACT_MODEL
doc00148920180117153347.html,product,Marketing,Marketing,TP,EXTRACT_MODEL
doc00148920180117153347.html,product,Development,,FN,FAIL_MODEL
doc00148920180117153347.html,quantity,38.00,38~~-,"FP,FN",FAIL_MODEL
doc00148920180117153347.html,quantity,9.00,--9—,"FP,FN",FAIL_MODEL
doc00148920180117153347.html,quantity,94.00,--94—,"FP,FN",FAIL_MODEL
doc00148920180117153347.html,total_amount,7324080.00,S7324O80,"FP,FN",FAIL_MODEL
doc00148920180117153347.html,supplier_name,Workfu,,FN,FAIL_MODEL
doc00148920180117153347.html,invoice_number,16432836,,FN,FAIL_MODEL
doc00148920180117153347.html,email,iohn.doe@example.com,iohn.doe(5jexample.com,"FP,FN",FAIL_MODEL
doc00148920180117153347.html,invoice_date,01/16/2018,"January 16, 2018","FP,FN",FAIL_MODEL
